question_id,db_id,question,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation_TO_FILL
1343,750,"If a user has an AWS account with an enterprise level AWS support plan, who is the primary point of contact for billing or account inquiries?",Solutions architect,AWS Concierge Support team,An AWS Marketplace seller,AWS Partner Network (APN) partner,,B,
1491,751,Which AWS service is a highly available and scalable DNS web service?,Amazon VPC,Amazon CloudFront,Amazon Route 53,Amazon Connect,,C,
1281,752,A cloud practitioner has a data analysis workload that is infrequently executed and can be interrupted without harm. To optimize for cost which Amazon EC2 purchasing option should De used?,On-Demand Instances,Reserved instances,Spot Instances,Dedicated Hosts,,C,
1303,753,Which AWS service or component allows inbound traffic from the internet to access a VPC?,Internet gateway,NAT gateway,AWS WAF,VPC peering,,A,
1514,754,A company sells a device that uses automatic language recognition to respond to spoken questions The company wants to use deep learning and Natural language understanding to power this device. Which AWS service meets these requirements?,Amazon Transcribe,Amazon Comprehend,Amazon Lex,Amazon Polly,,D,
1538,755,Which AWS Trusted Advisor category contains information about high AWS service usage that could restrict the deployment of additional AWS resources?,Security,Fault tolerance,Performance,Service quotas,,D,
1336,756,What technology enables compute capacity to adjust as loads change?,Load balancing,Automatic failover,Round robin,Auto Scaling,,D,
1666,757,"A company uses a database that has a simple sign-up page to create users, and a basic login form to authenticate users so they can access the database. The company wants to give users the ability to store personal information, but user access must be controlled in a more secure and reliable way. Which AWS service or feature will meet these requirements?",Security groups,Amazon GuardDuty,AWS Secrets Manager,Amazon Cognito,,C,
1579,758,Which AWS service provides managed DDoS protection?,AWS Firewall Manager,AWS Shield,Amazon GuardDuty,Amazon Inspector,,B,
1431,759,Which AWS service enables companies to deploy an application close to end users?,Amazon CloudFront,AWS Auto Scaling,AWS AppSync,Amazon Route 53,,A,
1784,760,A company plans to migrate an on-premises Microsoft SQL Server database to the AWS Cloud The database supports a legacy application. The company wants to maintain administrative control of the database configuration and host operating system Which AWS service or feature meets these requirements?,Amazon RDS for SOL Server B . SQL Server on Amazon EC2,Amazon DynamoDB,Amazon DocumentDB,,,C,
1820,761,A developer is writing an application in Python. The application runs on AWS Lambd a. The application generates a file and needs to upload this file to Amazon S3. The developer must implement this upload functionality with the least possible change to the application code Which solution meets these requirements?,Make an HTTP request directly to the S3 API to upload the file,Include the AWS SDK for Python in the Lambda function Use the SDK to upload the file,Use the AWS SDK for Python that is installed in the Lambda environment to upload the file,Use the AWS CLI that is installed in the Lambda environment to upload the file,,C,
1781,762,Which AWS service allows a user to provision a managed MySQL DB instance?,Amazon DynamoDB,Amazon Redshift,Amazon RDS,AWS Database Migration Service (AWS DMS),,C,
1626,763,"A company is preparing to launching a new web store that is expected to receive high traffic for an upcoming event. The web store runs only on AWS, and the company has an AWS Enterprise Support plan. Which AWS resource will provide guidance about how the company should scale its architecture and operational support during the event?",AWS Abuse team,The designated AWS technical account manager (TAM),AWS infrastructure event management,AWS Professional Services,,C,
1325,764,"To avoid malicious compute activities, a user needs a quick way to determine if any Amazon EC2 instances have ports that allow Unrestricted access. Which AWS service will support this requirement?",VPC Flow Logs,AWS WAF,AWS CloudTrail,AWS Trusted Advisor,,A,
1553,765,"Which AWS service gives users the ability to find, buy, and immediately start using third-party software solutions in their AWS environments?",AWS Config,AWS OpsWorks,AWS Systems Manager,AWS Marketplace,,D,
1702,766,Which AWS service will automatically identify and protect a user's sensitive data?,Amazon GuardDuty,Amazon Macie,Amazon Cloud Watch,Amazon Inspector,,B,
1245,767,Which duty is a responsibility of AWS under the AWS shared responsibility model?,Identity and access management,Server-side encryption (SSE),Firewall configuration,Maintaining physical hardware,,A,
1307,768,Which of the following can be used to identify a specific user who stopped an amazon EC2 instance?,AWS CloudTrail,Amazon Inspector,Amazon CloudWatch,VPC Flow Logs,,A,
1568,769,A company is running a reporting web server application on Amazon EC2 instances The application runs once every week and once again at the end of the month The EC2 instances can be shut down when they are not in use. What is the MOST cost-effective billing model for this use case?,Standard Reserved Instances,Convertible Reserved Instances,On-Demand Capacity Reservations,On-Demand Instances,,D,
1438,770,"A user needs a relational database but does not have the resources to manage the hardware, resiliency, and replication Which AWS service option meets the user's requirements?",Run MySQL on Amazon Elastic Container Service (Amazon ECS),Run MySQL on Amazon EC2,Choose Amazon RDS for MySQL,Choose Amazon ElastiCache for Redis,,C,
1656,771,Which disaster recovery option is the LEAST expensive?,Warm standby,Multisite,Backup and restore,Pilot light,,C,
1767,772,How can a user protect an Amazon EC2 instance from a suspicious IP address?,Block the IP on the inbound rule of a network ACL.,Block the IP on the outbound rule of a security group.,Block the IP on the inbound rule of a security group and network ACL.,Block the IP on the outbound rule of a security group and network ACL.,,C,
1833,773,A company has dn application that analyzes photographs. A developer is preparing the application for deployment to Amazon EC2 instances. The application's image analysis functions require a mix of GPU instances and CPU instances that run on Amazon Linux. The developer needs to add code to the application so that the functions can determine whether they are running on a GPU instance What should the functions do to obtain this information?,Call the Descnbeinstances API operation and filter on the current instance ID Examine the EiasticGpuAssociations property,Evaluate the GPU_AVA1LABLE environment variable,Call the DescribeElasticGpus API operation,Retrieve the instance type from the instance metadata,,A,
1836,774,An ecommerce company manages its application's infrastructure by using AWS Elastic Beanstalk. A developer wants to deploy the new version of the application with the least possible application downtime. The developer also must minimize the application's rollback time if there are issues with the deployment Which approach will meet these requirements?,Use a rolling deployment to deploy the new version,Use a rolling deployment with additional batches to deploy the new version,Use an all-at-once deployment to deploy the new version,Deploy the new version to a new environment Use a blue/green deployment,,D,
1696,775,"A web developer has limited knowledge of AWS networking services such as Amazon VPC, Elastic Load Balancing, and Auto Scaling, but wants to host a highly available web application. Which AWS service would automatically handle the deployment and reduce the complexity for the developer?",AWS CodeDeploy,AWS Resource Access Manager,AWS Elastic Beanstalk,AWS CloudFormation,,C,
1703,776,A company has only basic knowledge of AWS technologies. Which AWS service provides the SIMPLEST way for the company to establish a website on AWS?,Amazon Elastic File System (Amazon EFS),AWS Elastic Beanstalk,AWS Lambda,Amazon Lightsail,,B,
1745,777,A company has two AWS accounts in an organization in AWS Organizations for consolidated billing. All of the company's AWS resources are hosted in one AWS Region. Account A has purchased five Amazon EC2 Standard Reserved Instances (Rls) and has four EC2 instances running. Account B has not purchased any RIs and also has four EC2 instances running. Which statement is true regarding pricing for these eight instances?,The eight instances will be charged as regular instances.,"Four Instances will be charged as Rls, and four will be charged as regular instances.","Five instances will be charged as Rls, and three will be charged as regular Instances.",The eight instances will be charged as Rls.,,B,
1253,778,"When comparing AWS to on-premises total cost of ownership (TCO), what costs are included with AWS?",Data center security,Business analysis,Project management,Operating system administration,,A,
1317,779,"A security engineer wants a single-tenant AWS solution to create, control, and manage their own cryptographic keys to meet regulatory compliance requirements for data security. Which AWS service should the engineer use?",AWS Key Management Service (AWS KMS),AWS Certificate Manager (ACM),AWS CloudHSM,AWS Systems Manager,,C,
1834,780,"A developer is creating a serverless web application and maintains different branches of code. The developer wants to avoid updating the Amazon API Gateway target endpoint each time a new code push is performed What solution would allow the developer to perform a code push efficiently, without the need to update the API Gateway'^",Associate different AWS Lambda functions to an API Gateway target endpoint,Create different stages in API Gateway then associate API Gateway with AWSLambda.,Create aliases and versions in AWS Lambda,Tag the AWS Lambda functions with different names,,C,
1850,781,An ecommerce application is running behind an Application Load Balancer. A developer observes some unexpected load on the application during non-peak hours. The developer wants to analyze patterns for the client IP addresses that use the application Which HTTP header should the developer use for this analysis?,The X-Forwarded-Proto header,The X-Forwarded-Host header,The X Forwarded For header,The X-Forwarded-Port header,,C,
1604,782,A company wants to configure its AWS resources so that the resources can be easily deployed across different AWS Regions. The company wants the deployment to be as automated as. Which AWS service will meet these requirements?,AWS CodeBuild,AWS CodePipeline,AWS CloudFormation,Amazon CloudWatch,,B,
1481,783,Which pillar of the AWS Well-Architected Framework includes the AWS shared responsibility model?,Operational excellence,Performance efficiency,Reliability,Security,,A,
1805,784,An application needs to encrypt data that is written to Amazon S3 where the keys are managed in an on-premises data center and the encryption is handled by S3 Which type of encryption should be used?,Use server-side encryption with Amazon S3-managed keys,Use server-side encryption with AWS KMS-managed keys,Use client-side encryption with AWS KMS-managed keys,Use server-side encryption with customer-provided keys.,,D,
1668,785,A user needs the ability to access as many resources as are needed. The user also needs the ability to scale up and scale down with only a few minutes of notice. Which benefit of the AWS Cloud describes these abilities?,Reliability,Economy of scale,Elasticity,Pay-as-you-go pricing,,C,
1262,786,Which AWS service provides the ability to quickly run one-time queries on data in Amazon S3?,Amazon EMR,Amazon DynamoDB,Amazon Redshift,Amazon Athena,,D,
1566,787,A company chooses an Amazon EC2 instance type that fits its usage requirements Which principle of the AWS Well-Architected Framework is the company following?,Proactively monitor costs,Rightsize the infrastructure,Supply resources dynamically.,Decommission unused resources,,B,
1845,788,A company is hosting a workshop for external users and wants to share the reference documents with the external users for 7 days. The company stores the reference documents In an Amazon S3 bucket that the company owns. What is the MOST secure way to share the documents with the external users?,Use S3 presigned URLs to share the documents with the external users Set an expiration time of 7 days,Move the documents to an Amazon WorkDocs folder. Share the links of the WorkDocs folder with the external users.,Create temporary 1AM users that have read only access to the S3 bucket Share the access keys with the external users Expire the credentials alter 7 days,Create a role that has read-only access to the S3 bucket Share the Amazon Resource Name (ARN) of this role with the external users,,A,
1721,789,"A user has limited knowledge of AWS services, but wants to quickly deploy a scalable Node.js application in the AWS Cloud. Which service should be used to deploy the application?",AWS CloudFormation,AWS Elastic Beanstalk,Amazon EC2,AWS OpsWorks,,B,
1578,790,A company wants to establish an encrypted network connection between applications at its onpremises data center and the applications that run in its AWS account. The connection must be over the public internet. Which AWS service can the company use to meet these requirements?,AWS Direct Connect,Amazon Route 53,AWS Site-to-Site VPN,AWS Snowball,,C,
1787,791,Which AWS compute service automatically scales resources up or down to meet application workload demands?,Amazon Simple Queue Service (Amazon SOS),Amazon EC2,Amazon Aurora,AWS Lambda,,D,
1832,792,A developer is testing a Docker-based application that uses the AWS SDK to interact with Amazon DynamoDB. In the local development environment the application has used 1AM access keys. The application is now ready for deployment onto an ECS cluster How should the application authenticate with AWS services in production?,Configure an ECS task 1AM role for the application to use,Refactor the application to call AWS STS AssumeRole based on an instance role,Configure AWS access key/secret access key environment variables with new credentials,Configure the credentials file with a new access key/secret access key,,A,
1251,793,Service control policies (SCPs) manage permissions for which of the following?,Availability Zones,AWS Regions,AWS Organizations,Edge locations,,C,
1652,794,Which AWS service or feature enables users to encrypt data at rest in Amazon S3?,IAM policies,Server-side encryption,Amazon GuardDuty,Client-side encryption,,B,
1423,795,Which AWS service or tool helps to centrally manage billing and allow controlled access to resources across AWS account?,AWS Identity and Access Management (IAM),AWS Organizations,Cost Explorer,AWS Budgets,,B,
1658,796,A user has an AWS Business Support plan and requires detailed billing information. Which AWS resource will help?,AWS Concierge Support.,AWS Service Catalog,AWS Budgets,AWS Cost and Usage Report,,D,
1724,797,Which AWS service or feature allows users to connect with and deploy AWS services programmatically?,AWS Management Console,AWS Cloud9,AWS CodePipeline,AWS software development kits (SDKs),,D,
1342,798,A company uses Amazon EC2 Instances in its AWS account tor several different workloads. The company needs to perform an analysis to understand the cost of each. workload. What is the MOST operationally efficient way to meet this requirement?,Move the EC2 instances for each workload into separate AWS accounts.,Use a different EC2 instance family for each of the workloads.,"Add cost allocation tags to each EC2 instance, and activate the tags",Update the workload applications to publish usage data to a cost allocation database.,,D,
1411,799,A user wants to move legacy applications to the AWS Cloud to reduce the total cost. Which option is the MOST cost-effective according to best practices?,"Rewrite the legacy applications in an open-source language, such as Python.",Right-size the Amazon EC2 instances to prevent over-provisioning in terms of compute and memory.,Migrate relational databases to Amazon DynamoDB,"Reserve a data center facility with an upfront payment, which provides an additional discount",,B,
1529,800,Which IPv4 internet address for Amazon EC2 instances is billed at an hourly rate?,A dynamic IP address that is requested in excess of the Regional limit for each account,An Elastic IP address that is associated with an EC2 instance that is running,An Elastic IP address that is not associated with an EC2 instance that is running,A bring your own IP address (BYOIP) that is assigned to an EC2 instance that is running,,C,
1528,801,Which AWS service is a fully hosted version control service?,AWS CodeCommit,AWS CodeBuild,AWS CodeDeploy,AWS CodeStar,,A,
1581,802,A company plans to store sensitive data in an Amazon S3 bucket. Which task is the responsibility of AWS?,Activate encryption at rest for the data,Provide security for the physical infrastructure,Train the company's employees about cloud security,Remove personally identifiable information (PII) from the data,,B,
1670,803,A user with an AWS Basic Support plan has determined that illegal activities are being run on their AWS resources. What is the recommended method for the user to report the activity to AWS,Contact the AWS Concierge Support team.,Contact an AWS technical account manager.,Contact the AWS Abuse team.,Contact the AWS Support team.,,C,
1838,804,"A development team is building a new application that will run on Amazon EC2 and use Amazon DynamoDB as a storage layer. The developers all have assigned IAM user accounts in the same IAM group The developers currently can launch EC2 instances, and they need to be able to launch EC2 instances with an instance role allowing access to Amazon DynamoDB Which AWS 1AM changes are needed when creating an instance role to provide this functionality?",Create an iam permission policy attached to the role that allows access to DynamoDB Add a trust policy to the role that allows DynamoDB to assume the role Attach a permissions policy to the development group in AWS IAM that allows developers to use the lamGetRole and lamPassRole permissions for the role,Create an IAM permissions policy attached to the role that allows access to DynamoDB Add a trust policy to the role that allows Amazon EC2 to assume the role. Attach a permissions policy to the development group in AWS IAM that allows developers to use the iam PassRole permission for the role,Create an IAM permission policy attached to the role that allows access to Amazon EC2. Add a trust policy to the role that allows DynamoDB to assume the role Attach a permissions policy to the development group in AWS IAM that allows developers to use the iam PassRole permission for the role,Create an IAM permissions policy attached to the role that allows access to DynamoDB Add a trust policy to the role that allows Amazon EC2 to assume the role Attach a permissions policy to the development group in AWS IAM that allows developers to use the iam GetRole permission for the role,,B,
1358,805,When using Amazon RDS what is the customer responsible for?,Patching and maintenance of the underlying operating system,Managing automatic backups of the database,Controlling network access through security groups,Replacing failed instances in the event of a hardware failure,,C,
1242,806,"A development learn wants to deploy multiple test environments for an application in a fast, repeatable manner. Which AWS service should the learn use?",Amazon EC2,AWS Cloudformation,Amazon QuickSight,Amazon Elastic Container Service (Amazon ECS),,D,
1556,807,A company's information security manager is supervising a move to AWS and wants to ensure that AWS best practices are followed. The manager has concerns about the potential misuse of AWS account root user credentials. Which of the following is an AWS best practice for using the AWS account root user credentials?,Allow only the manager to use the account root user credentials for normal activities,Use the account root user credentials only for Amazon EC2 instances from the AWS Free Tier,Use the account root user credentials only when they alone must be used to perform a required function,Use the account root user credentials only for the creation of private VPC subnets,,C,
1582,808,A company is increasing the load on its Amazon RDS DB instance by generating reports How can the company reduce the load on the DB instance?,Move the DB instance to a second VPC,Create a read replica,Perform frequent snapshots,Use multiple Availability Zones,,B,
1536,809,A company wants to use an AWS service to continuously monitor the health of its application endpoints based on proximity to application users. The company also needs to route traffic to healthy Regional endpoints and to improve application availability and performance. Which service will meet these requirements?,Amazon Inspector,Amazon CloudWatch,AWS Global Accelerator,AWS CloudFormation,,C,
1708,810,A company is undergoing a security audit. The audit includes security validation and compliance validation of the AWS infrastructure and services that the company uses. The auditor needs to locate compliance-related information and must download AWS security and compliance documents. These documents include the System and Organization Control (SOC) reports. Which AWS service or group can provide these documents?,AWS Abuse team,AWS Artifact,AWS Support,AWS Config,,B,
1601,811,Which statement describes a characteristic of the AWS global infrastructure?,Edge locations contain multiple AWS Regions,AWS Regions contain multiple Regional edge caches,Availability Zones contain multiple data centers,Each data center contains multiple edge locations,,C,
1686,812,Which AWS service should a company use to continuously monitor the compliance of AWS resource configurations?,AWS Organizations,AWS Config,AWS Artifact,AWS Service Catalog,,B,
1436,813,"Which AWS benefit enables users to deploy cloud infrastructure that consists of multiple geographic regions connected by a network with low latency high throughput, and redundancy?",Economies of scale,Security,Elasticity,Global reach,,D,
1405,814,Which AWS feature enables users to categorize and track their AWS costs?,Cost Allocation Tags,AWS Trusted Advisor,AWS Price List API,AWS Organizations,,B,
1586,815,"Which AWS service or feature allows a company to visualize, understand, and manage AWS costs and usage over time?",AWS Trusted Advisor,AWS CloudWatch,Cost Explorer,AWS Budgets,,C,
1627,816,Which of the following is one of the five pillars of the AWS Well-Architected Framework?,Efficiency and redundancy,High availability,Operational excellence,Business optimization,,C,
1683,817,Which AWS service is a relational database compatible with MySQL and PostgreSOL?,Amazon Redshift,Amazon DynamoDB,Amazon Aurora,Amazon Neptune,,C,
1371,818,What can users access from AWS Artifact?,AWS security and compliance documents,A download of configuration management details for all AWS resources,Training materials for AWS services,A security assessment of the applications deployed in the AWS Cloud,,A,
1776,819,What is one of the core principles to follow when designing a highly available application in the AWS Cloud?,Design using a serverless architecture.,Assume that all components within an application can fail.,Design AWS Auto Scaling Into every application.,Design all components using open-source code.,,B,
1295,820,Under the AWS shared responsibility model what is the customer's responsibility when using an AWS managed service?,Physical security of the data centers,Server-side encryption,Customer data,Operating system patching,,A,
1349,821,Which AWS service would identify if unrestricted access to a resource has been allowed by a security group?,AWS Trusted Advisor,Amazon CloudWatch,VPC Flow Logs,AWS CloudTrail,,D,
1356,822,A company has a managed IAM policy that does not grant the necessary permission for users to accomplish required tasks. How can this be resolved?,Enable AWS Shield Advanced,Create a custom IAM policy,Use a third party web application firewall (WA( ) managed rule from the AWS Marketplace,Use AWS Key Management Service (AWS KMS) to create a customer managed key,,A,
1435,823,Which of the following is a fully managed MySQL-compatible database?,Amazon S3,Amazon DynamoDB,Amazon Redshift,Amazon Aurora,,D,
1597,824,A company is using on-premises Microsoft Active Directory federation to manage user identities and groups. What AWS Identity and Access Management (IAM) setting maps the permissions for AWS services to the Active Directory user attributes?,IAM users,IAM access keys,IAM roles,IAM groups,,C,
1746,825,"An ecommerce company has Amazon EC2 instances running as web servers. There is a predictable pattern of peak traffic load that occurs two times each day, always at the same time. The EC2 instances are idle for the remainder of the day. What is the MOST cost-effective way to manage these resources while maintaining fault tolerance?",Use an Auto Scaling group to scale resources in and out based on demand.,Purchase Reserved Instances to ensure peak capacity at all times.,Write a cron job to stop the EC2 instances when the traffic demand is low.,Write a script to vertically scale the EC2 instances during peak traffic demand.,,A,
1840,826,"A developer is deploying an AWS Lambda function that writes to Amazon DynamoDB. Amazon CloudWatch metrics tor the Lambda function show that errors have occurred during some invocations of tho function However, there are no entries available in the CloudWatch logs for the function. The source code for the function shows that the function writes tog data before saving data What should the developer do to address the missing CloudWatch log entries of the Lambda function?",Assign permissions to the Lambda function's execution role to send logs to CloudWatch,Enable CloudWatch Lambda insigne Redeploy the Lambda function,Use AWS X-Ray Enable active tracing,Add CloudWatch as the trusted identity to the Lambda function's execution role,,B,
1584,827,A company runs Amazon EC2 instances in a research lab The instances run for 3 hours each week and cannot be interrupted What is the MOST cost-effective instance purchasing option to meet these requirements?,Compute Savings Plan,On-Demand Instances,Convertible Reserved Instances,Spot Instances,,A,
1585,828,A company wants to add a layer of security beyond user names and passwords to make the login to the AWS Management Console more secure. Which AWS service or feature can the company use to meet this requirement?,Secret access keys,AWS Security Token Service (AWS STS),Multi-factor authentication (MFA),IAM password policies,,C,
1497,829,A company has a globally distributed user base. The company needs its application to be highly available and have low latency for end users. Which AWS architectural approach will MOST effectively support these requirements?,"Single-Region, Multi-AZ architecture","Multi-Region, active-active architecture","Multi-Region, active-passive architecture","Single-Region, Single-AZ architecture",,B,
1270,830,What is an AWS Identity and Access Management (IAM) role?,A user associated with an AWS resource,A group associated with an AWS resource,An entity that defines a set of permissions for use with an AWS resource,An authentication credential associated with a multi-factor authentication (MFA) token,,A,
1272,831,A company has deployed several relational databases on Amazon EC2 instances Every month the database software vendor releases new security patches that need to be applied to the databases What is the MOST efficient way to apply the security patches?,Connect to each database instance on a monthly basis and download and apply the necessary security patches from the vendor,Enable automate patching for the instances using the Amazon RDS console,In AWS Config. configure a rule for the instances and the required patch level,Use AWS Systems Manager to automate database patching according to a schedule,,D,
1843,832,A developer needs to deploy an application running on AWS Fargate using Amazon ECS The application has environment variables that must be passed to a container for the application to initialize How should the environment variables be passed to the container?,Define an array that includes the environment variables under the environment parameter within the service definition,Define an array that includes the environment variables under the environment parameter within the task definition,Define an array that includes the environment variables under the entryPoint parameter within the task definition,Define an array that includes the environment variables under the entryPoint parameter within the service definition.,,B,
1501,833,A company uses Amazon EC2 infrastructure to host steady-state workloads and needs to achieve significant cost savings. Which EC2 instance pricing model should the company select?,Reserved instances,On-Demand Instances,Spot Instances,Dedicated Hosts,,A,
1853,834,"A developer is receiving kttp 400 : ThrorclingExceprion errors intermittently when calling the Amazon CloudWatch API. When a call (ails, no data is retrieved What best practice should first be applied to address this issue?",Contact AWS Support for a limit increase.,Use the AWS CLI to get the metrics,Analyze the applications and remove the API call,Retry the call with exponential backoff,,D,
1391,835,Which feature of AWS Auto Scaling will forecast future traffic to schedule changes in the number of Amazon EC2 instances at the appropriate times?,Scheduled scaling,Predictive scaling,Target tracking scaling,Step scaling,,B,
1335,836,"When performing a cost analysis that supports physical isolation of a customer workload, which compute hosting model should be accounted for in the Total Cost of Ownership (TCO)?",Dedicated Hosts,Reserved Instances,On-Demand Instances,No Upfront Reserved Instances,,A,
1316,837,A company is required lo store its data close to its primary users. Which benefit of the AWS Cloud supports this requirement?,Security,High availability,Elasticity,Global footprint,,D,
1580,838,An online retail company is having a sale next month that will generate an increase in traffic for the company's application. The company plans to add new Amazon EC2 instances to support the increased demand on the application. The application must be able to accommodate the increase in traffic and cannot experience any downtime. Which EC2 instance purchasing option will meet these requirements at the LOWEST cost?,Reserved Instances,On-Demand Instances,Spot Instances,Dedicated Hosts,,B,
1557,839,A company is building a web application and needs to test the application across different mobile devices and desktop browsers Which AWS service should the company use for this testing?,AWS Amplify,AWS AppSync,Amazon Pinpoint,AWS Device Farm,,D,
1615,840,"Which AWS service or feature provides an online, managed software catalog that helps users purchase and deploy third-party software?",AWS Support,AWS Marketplace,Amazon EC2 private Amazon Machine Images (AMIs),AWS reseller programs,,C,
1826,841,A static website is hosted in an Amazon S3 bucket Several HTML pages on the site use JavaScript to download images from another Amazon S3 bucket These images are not displayed when users browse the site. What is the possible cause for the issue?,The referenced Amazon S3 bucket is in another region,The images must be stored in the same Amazon S3 bucket,Port 80 must be opened on the security group in which the Amazon S3 bucket is located,Cross Origin Resource Sharing must be enabled on the Amazon S3 bucket,,D,
1852,842,"An application is using Amazon DynamoDB as its data store, and should be able to read 100 items per second as strongly consistent reads Each item is 5 KB in size. To what value should the table's provisioned read throughput be set?",50 read capacity units,100 read capacity units,200 read capacity units,500 read capacity units,,C,
1456,843,"A company needs general architectural guidance about how to use AWS services for various use cases, workloads, and applications. What is the LEAST expensive AWS Support plan that provides this guidance?",AWS Business Support,AWS Developer Support,AWS Enterprise Support,AWS Basic Support,,A,
1289,844,In which of the following is Amazon CloudFront content cached?,Availability Zones,Local Zones,AWS Regions,Edge locations,,D,
1385,845,A company's security team requires that all Amazon EC2 workloads use approved Amazon Machine Images (AMIs). Which AWS service should the company use to verify that the EC2 instances are using approved AMIs?,Amazon CloudWatch,Amazon Inspector,AWS Config,AWS Trusted Advisor,,C,
1642,846,Which AWS service is suited for use cases that require data system?,Amazon Elastic File System (Amazon EFS),Amazon FSx for Lustre,Amazon Elastic Block Store (Amazon EBS),Amazon S3,,C,
1240,847,How can a user achieve high availability for a web application hosted on AWS?,Use a Classic Load Balancer across multiple AWS Regions,Use an Application Load Balancer across multiple Availability Zones in one AWS Region,Set up automatic scaling and load balancing with another application instance running on premises,Use the AWS Region with the highest number of Availability Zones,,B,
1453,848,Which AWS service or feature allows a user to set up consolidated billing?,AWS Billing Management Console,AWS Organizations,AWS Cost and Usage Report,AWS Systems Manager,,B,
1693,849,A company is based in the us-east-1 Region and has a satellite office in the eu-west-2 Region. The company wants to use Amazon Workspaces to host its internal web portal and virtual desktops for employees. What should the company do to minimize latency and ensure the best possible performance for employees?,Deploy the internal web portal and virtual desktops to us-east-1 only. Use an Amazon CloudFront distribution for the users in eu-west-2.,Deploy the internal web portal to us-east-1 only. Deploy the virtual desktops to us-east-1 and euwest- 2.,Deploy the internal web portal to us-east-1 and eu-west-2. Deploy the virtual desktops on network optimized Amazon EC2 instances to us-east-1 only.,Deploy the internal web portal and virtual desktops to us-east-1 and eu-west-2.,,D,
1565,850,Which of the following acts as an instance-level firewall to control inbound and outbound access?,Network access control list,Security groups,AWS Trusted Advisor,Virtual private gateways,,B,
1477,851,A database administrator is trying to determine who deleted a critical Amazon Redshift cluster. Which AWS service helps with monitoring and retaining this type of account activity?,AWS CloudTrail,AWS Organizations,AWS Identity and Access Management (IAM),AWS Trusted Advisor,,A,
1502,852,A company has launched a product that requires private connectivity from an on-premises network to a VPC. Which AWS service or functionality should the company use?,AWS Direct Connect,VPC peering,NAT gateway,Internet gateway,,D,
1533,853,Which tool can be used to create alerts when the actual or forecasted cost of AWS services exceeds a certain threshold?,Cost Explorer,AWS Budgets,AWS Cost and Usage Report,AWS CloudTrail,,B,
1725,854,"Which pillar of the AWS Well-Architected Framework focuses on the ability to run workloads effectively, gain insight into operations, and continuously improve supporting processes and procedures?",Cost optimization,Reliability,Operational excellence,Performance efficiency,,C,
1726,855,"When designing AWS workloads to be operational even when there are component failures, what is an AWS best practice?",Perform quarterly disaster recovery tests.,Place the main component on the us-east-1 Region.,Design for automatic failover to healthy resources.,Design workloads to fit on a single Amazon EC2 instance.,,C,
1687,856,A large retail company wants to use an AWS service to process clickstream data trom the company's ecomrnerce website. The company wants to collect and analyze the streaming data in real time. Which AWS service meets these requirements?,Amazon Kinesis,Amazon Athena,Amazon CloudFront,AWS Data Exchange,,A,
1848,857,A company has a serverless application that uses AWS Lambda functions and AWS Systems Manager parameters to store configuration data The company moves the Lambda functions inside the VPC and into private subnets The Lambda functions are now producing errors in their attempts to access Systems Manager parameters. Which solution will allow the Lambda functions to access Systems Manager parameters inside the VPC?,Configure security groups to allow access to Systems Manager,Create an interface VPC endpoint for Systems Manager,Use an internet gateway from inside the VPC,Create a gateway VPC endpoint for Systems Manager,,D,
1645,858,A company needs to run a workload tor several batch image rendering applications. It is acceptable for the workload to experience downtime. Which Amazon EC2 pricing model would be MOST cost-effective in this situation?,On-Demand Instances,Reserved Instances,Dedicated Instances,Spot Instances,,D,
1454,859,A company’s traffic logs show that IP addresses owned by AWS are being used in an attempt to flood ports on system resources. To whole should the cloud practitioner report this issue?,AWS Professional Services,AWS Abuse team,AWS Partner Network (APN),AWS technical account manager (TAM),,B,
1449,860,"A company needs a content delivery network that provides secure delivery of data, videos, applications, and APIs to users globally with low latency and high transfer speeds. Which AWS service meets these requirements?",Amazon CloudFront,Elastic Load Balancing,Amazon S3,Amazon Elastic Transcoder,,A,
1399,861,A batch workload takes 5 hours to finish on an Amazon EC2 instance. The amount of data to be processed doubles monthly and the processing time is proportional What is the best cloud architecture to address this consistently growing demand?,Run the application on a bigger EC2 instance size.,Switch to an EC2 instance family that better matches batch requirements,Distribute the application across multiple EC2 instances and run the workload in parallel.,Run the application on a bare metal EC2 instance.,,C,
1742,862,Which AWS service enables the decoupling and scaling of applications?,Amazon Simple Queue Service (Amazon SQS),AWS Outposts,Amazon S3,Amazon Simple Email Service (Amazon SES),,A,
1365,863,Which tool should a developer use to integrate AWS service features directly into an application?,AWS Software Development Kit,AWS CodeDeploy,AWS Lambda,AWS Batch,,A,
1535,864,"Which Amazon EC2 pricing model provides the MOST cost savings for an always-up, right-sized database server running for a project that will last 1 year?",On-Demand Instances,Convertible Reserved Instances,Spot Instances,Standard Reserved Instances,,D,
1846,865,A software company is using AWS CodeButld to build an application. The buildspec runs the application build and creates a Docker imago that contains the application The company needs to push the Docker imago to Amazon Elastic Container Registry (Amazon ECR) only upon the completion of each successful build Which solution meets these requirements?,Change the buildspec by adding a post_build phase that uses the commands block to push the Docker image,Change the buildspec by adding a post_build phase that uses the finally block to push the Docker image,Specify the Docker image in the buildspec's artifacts sequence with an action lo push the image,Use a batch build to define a build matrix Use the batch build to push the Docker image,,A,
